complex_id,pdb_id,protein_chain,ligand_resname,ligand_smiles,target_name,species,uniprot_id,label_type,label_value,label_unit,activity_type,n_measurements,molecule_chembl_ids,template_structure_id,template_quality_score,template_resolution,template_ligand_resname,data_source,pdb_path
hkpocket_2h6d_P_3,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_3,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_3_res.pdb
hkpocket_2h6d_P_4,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_4,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_4_res.pdb
hkpocket_2h6d_P_4_0,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_4_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_4_0_res.pdb
hkpocket_2h6d_P_4_1,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_4_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_4_1_res.pdb
hkpocket_2h6d_P_5,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_5,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_5_res.pdb
hkpocket_2h6d_P_5_0,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_5_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_5_0_res.pdb
hkpocket_2h6d_P_5_1,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_5_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_5_1_res.pdb
hkpocket_2h6d_P_6,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_6,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_6_res.pdb
hkpocket_2h6d_P_6_0,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_6_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_6_0_res.pdb
hkpocket_2h6d_P_6_1,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_6_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_6_1_res.pdb
hkpocket_2h6d_P_7,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_7,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_7_res.pdb
hkpocket_2h6d_P_8,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_8,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_8_res.pdb
hkpocket_2h6d_P_9,2h6d,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2h6d_P_9,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2h6d/2h6d_P_9_res.pdb
hkpocket_2hw6_P_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_0_res.pdb
hkpocket_2hw6_P_0_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_0_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_0_0_res.pdb
hkpocket_2hw6_P_0_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_0_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_0_1_res.pdb
hkpocket_2hw6_P_0_2,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_0_2,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_0_2_res.pdb
hkpocket_2hw6_P_0_3,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_0_3,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_0_3_res.pdb
hkpocket_2hw6_P_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_1_res.pdb
hkpocket_2hw6_P_1_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_1_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_1_0_res.pdb
hkpocket_2hw6_P_1_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_1_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_1_1_res.pdb
hkpocket_2hw6_P_2,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_2,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_2_res.pdb
hkpocket_2hw6_P_2_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_2_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_2_0_res.pdb
hkpocket_2hw6_P_2_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_2_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_2_1_res.pdb
hkpocket_2hw6_P_3,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_3,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_3_res.pdb
hkpocket_2hw6_P_3_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_3_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_3_0_res.pdb
hkpocket_2hw6_P_3_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_3_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_3_1_res.pdb
hkpocket_2hw6_P_4,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_4,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_4_res.pdb
hkpocket_2hw6_P_4_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_4_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_4_0_res.pdb
hkpocket_2hw6_P_4_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_4_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_4_1_res.pdb
hkpocket_2hw6_P_5,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_5,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_5_res.pdb
hkpocket_2hw6_P_5_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_5_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_5_0_res.pdb
hkpocket_2hw6_P_5_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_5_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_5_1_res.pdb
hkpocket_2hw6_P_6,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_6,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_6_res.pdb
hkpocket_2hw6_P_7,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_7,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_7_res.pdb
hkpocket_2hw6_P_7_0,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_7_0,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_7_0_res.pdb
hkpocket_2hw6_P_7_1,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_7_1,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_7_1_res.pdb
hkpocket_2hw6_P_8,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_8,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_8_res.pdb
hkpocket_2hw6_P_9,2hw6,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2hw6_P_9,,,,HKPocket CAMK,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CAMK group/The pdb files of all pockets in CAMK group/CAMK/2hw6/2hw6_P_9_res.pdb
hkpocket_2i0e_P_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_0_res.pdb
hkpocket_2i0e_P_0_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_0_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_0_0_res.pdb
hkpocket_2i0e_P_0_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_0_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_0_1_res.pdb
hkpocket_2i0e_P_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_1_res.pdb
hkpocket_2i0e_P_10,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_10,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_10_res.pdb
hkpocket_2i0e_P_11,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_11,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_11_res.pdb
hkpocket_2i0e_P_12,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_12,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_12_res.pdb
hkpocket_2i0e_P_13,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_13,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_13_res.pdb
hkpocket_2i0e_P_14,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_14,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_14_res.pdb
hkpocket_2i0e_P_1_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_1_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_1_0_res.pdb
hkpocket_2i0e_P_1_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_1_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_1_1_res.pdb
hkpocket_2i0e_P_2,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_2,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_2_res.pdb
hkpocket_2i0e_P_2_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_2_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_2_0_res.pdb
hkpocket_2i0e_P_2_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_2_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_2_1_res.pdb
hkpocket_2i0e_P_3,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_3,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_3_res.pdb
hkpocket_2i0e_P_4,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_4,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_4_res.pdb
hkpocket_2i0e_P_5,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_5,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_5_res.pdb
hkpocket_2i0e_P_6,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_6,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_6_res.pdb
hkpocket_2i0e_P_6_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_6_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_6_0_res.pdb
hkpocket_2i0e_P_6_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_6_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_6_1_res.pdb
hkpocket_2i0e_P_7,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_7,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_7_res.pdb
hkpocket_2i0e_P_8,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_8,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_8_res.pdb
hkpocket_2i0e_P_8_0,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_8_0,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_8_0_res.pdb
hkpocket_2i0e_P_8_1,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_8_1,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_8_1_res.pdb
hkpocket_2i0e_P_9,2i0e,A,PDS,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i0e_P_9,,,PDS,HKPocket AGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in AGC group/The pdb files of all pockets in AGC group/AGC/2i0e/2i0e_P_9_res.pdb
hkpocket_2i6l_P_0,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_0,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_0_res.pdb
hkpocket_2i6l_P_0_0,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_0_0,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_0_0_res.pdb
hkpocket_2i6l_P_0_1,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_0_1,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_0_1_res.pdb
hkpocket_2i6l_P_1,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_1,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_1_res.pdb
hkpocket_2i6l_P_10,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_10,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_10_res.pdb
hkpocket_2i6l_P_1_0,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_1_0,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_1_0_res.pdb
hkpocket_2i6l_P_1_1,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_1_1,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_1_1_res.pdb
hkpocket_2i6l_P_1_2,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_1_2,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_1_2_res.pdb
hkpocket_2i6l_P_2,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_2,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_2_res.pdb
hkpocket_2i6l_P_3,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_3,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_3_res.pdb
hkpocket_2i6l_P_4,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_4,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_4_res.pdb
hkpocket_2i6l_P_4_0,2i6l,A,,,,HOMO SAPIENS,,HKPocket_structure,,,structure_only,1,,2i6l_P_4_0,,,,HKPocket CMGC,/ocean/projects/cis260039p/mjaju/projects/data/raw/hkpocket/pdb/groups_expanded/The pdb files of all pockets in CMGC group/CMGC/2i6l/2i6l_P_4_0_res.pdb
